processes: 1 best_num_of_gate: 596.0 4294967295.0random_test:724.1 baseline_run_result:<mtlPy.XmgStats object at 0x7f5a60159c70> baseline_double_run_result:<mtlPy.XmgStats object at 0x7f5a601777f0>
05/12/2022, 22:53:01
processes: 1 best_num_of_gate: 599.0 4294967295.0random_test:758.4 baseline_run_result:<mtlPy.XmgStats object at 0x7f27468e2eb0> baseline_double_run_result:<mtlPy.XmgStats object at 0x7f27468e2d70>
05/12/2022, 22:56:34
05/13/2022, 00:58:00
processes: 1 best_num_of_gate: 601.0 4294967295.0random_test:756.6 baseline_run_result:<mtlPy.XmgStats object at 0x7f03d7b4d9b0> baseline_double_run_result:<mtlPy.XmgStats object at 0x7f03d7b50130>
05/13/2022, 01:01:00
05/13/2022, 03:10:23
processes: 1 best_num_of_gate: 601.0 4294967295.0random_test:737.4 baseline_run_result:<mtlPy.XmgStats object at 0x7ff9f4d6abb0> baseline_double_run_result:<mtlPy.XmgStats object at 0x7ff9f4d6c330>
05/13/2022, 03:13:05
05/13/2022, 04:59:47
processes: 1 best_num_of_gate: 594.0 4294967295.0random_test:704.7 baseline_run_result:<mtlPy.XmgStats object at 0x7fd831000470> baseline_double_run_result:<mtlPy.XmgStats object at 0x7fd827d44930>
05/13/2022, 05:02:12
05/13/2022, 07:13:10
processes: 1 best_num_of_gate: 601.0 4294967295.0random_test:741.6 baseline_run_result:<mtlPy.XmgStats object at 0x7fe18d0bf9f0> baseline_double_run_result:<mtlPy.XmgStats object at 0x7fe18d37c730>
05/13/2022, 07:16:58
05/13/2022, 08:59:00
processes: 1 best_num_of_gate: 599.0 4294967295.0random_test:724.2 baseline_run_result:<mtlPy.XmgStats object at 0x7fc7aef61970> baseline_double_run_result:<mtlPy.XmgStats object at 0x7fc7aef640f0>
05/13/2022, 09:01:02
05/13/2022, 11:12:37
processes: 1 best_num_of_gate: 599.0 4294967295.0random_test:734.9 baseline_run_result:<mtlPy.XmgStats object at 0x7f21601b38f0> baseline_double_run_result:<mtlPy.XmgStats object at 0x7f21601b6070>
05/13/2022, 11:14:55
05/13/2022, 13:08:11
processes: 1 best_num_of_gate: 593.0 4294967295.0random_test:710.9 baseline_run_result:<mtlPy.XmgStats object at 0x7f1ad14289f0> baseline_double_run_result:<mtlPy.XmgStats object at 0x7f1ad142b170>
