4 3 1 7 1 1 4 0 1  282.0 4294967295.0 -0.2398523985239852
7 0 0 3 3 5 4 0 2  256.0 4294967295.0 -0.14391143911439114
0 1 6 6 6 3 2 5 5  240.0 4294967295.0 -0.08487084870848706
7 4 2 7 4 3 7 4 5  240.0 4294967295.0 -0.08487084870848706
4 0 6 2 4 3 1 3 0  298.0 4294967295.0 -0.2988929889298893
6 3 4 7 3 3 6 4 7  233.0 4294967295.0 -0.05904059040590405
4 5 5 4 3 3 1 6 4  249.0 4294967295.0 -0.11808118081180805
2 2 3 4 3 6 5 5 5  235.0 4294967295.0 -0.06642066420664207
5 5 0 2 0 7 1 7 0  234.0 4294967295.0 -0.06273062730627312
3 6 1 7 6 0 1 1 6  258.0 4294967295.0 -0.1512915129151292
2 3 4 7 4 7 5 1 4  236.0 4294967295.0 -0.07011070110701113
6 1 6 7 6 2 2 2 5  226.0 4294967295.0 -0.03321033210332104
2 0 0 0 6 2 6 3 4  255.0 4294967295.0 -0.14022140221402213
7 3 4 6 2 5 3 2 5  241.0 4294967295.0 -0.08856088560885612
2 3 2 5 2 1 7 3 2  224.0 4294967295.0 -0.025830258302583023
2 5 7 6 0 7 7 4 1  261.0 4294967295.0 -0.16236162361623607
5 5 0 0 3 3 6 5 2  229.0 4294967295.0 -0.044280442804428014
0 5 4 3 4 6 2 5 4  246.0 4294967295.0 -0.10701107011070111
5 2 3 7 5 5 3 0 0  292.0 4294967295.0 -0.2767527675276752
2 2 7 1 5 3 1 4 4  239.0 4294967295.0 -0.0811808118081181
5 6 0 2 6 3 2 4 5  253.0 4294967295.0 -0.1328413284132841
2 4 2 6 5 0 2 6 5  241.0 4294967295.0 -0.08856088560885612
1 7 7 2 4 1 0 2 2  241.0 4294967295.0 -0.08856088560885612
6 4 1 7 7 6 1 2 7  234.0 4294967295.0 -0.06273062730627312
6 4 5 2 0 2 6 3 6  261.0 4294967295.0 -0.16236162361623607
5 5 5 0 2 4 7 6 0  247.0 4294967295.0 -0.11070110701107018
1 0 5 0 7 5 5 5 6  239.0 4294967295.0 -0.0811808118081181
6 2 7 4 4 4 2 6 1  229.0 4294967295.0 -0.044280442804428014
5 3 4 5 0 7 0 7 5  253.0 4294967295.0 -0.13284132841328414
6 4 1 4 1 7 5 6 1  235.0 4294967295.0 -0.06642066420664207
3 3 0 2 2 3 0 3 0  297.0 4294967295.0 -0.2952029520295204
1 6 1 0 1 3 5 6 6  257.0 4294967295.0 -0.14760147601476015
3 5 6 4 7 0 2 3 4  282.0 4294967295.0 -0.2398523985239852
4 3 4 3 6 4 3 1 6  255.0 4294967295.0 -0.14022140221402213
2 2 0 1 3 0 6 3 4  265.0 4294967295.0 -0.1771217712177121
3 7 4 6 2 5 0 4 1  263.0 4294967295.0 -0.1697416974169742
5 3 4 4 0 6 4 5 2  234.0 4294967295.0 -0.06273062730627312
2 3 0 1 2 6 5 2 6  239.0 4294967295.0 -0.0811808118081181
3 2 2 1 1 5 4 4 2  230.0 4294967295.0 -0.04797047970479708
0 0 4 4 3 2 2 2 5  246.0 4294967295.0 -0.1070110701107011
1 2 5 6 3 6 6 7 7  220.0 4294967295.0 -0.011070110701106986
2 5 6 6 5 3 0 7 6  231.0 4294967295.0 -0.05166051660516603
2 6 2 3 2 3 0 3 4  255.0 4294967295.0 -0.14022140221402213
5 3 0 5 5 4 6 5 7  236.0 4294967295.0 -0.07011070110701112
7 6 3 7 3 1 3 0 4  253.0 4294967295.0 -0.1328413284132841
2 3 4 4 6 4 3 5 1  247.0 4294967295.0 -0.11070110701107018
2 4 4 6 1 5 2 6 2  230.0 4294967295.0 -0.04797047970479708
2 2 0 4 3 6 1 0 2  249.0 4294967295.0 -0.11808118081180809
5 2 1 2 5 6 2 0 5  244.0 4294967295.0 -0.0996309963099631
3 7 2 4 4 0 5 7 1  238.0 4294967295.0 -0.07749077490774917
5 0 3 6 2 1 5 1 2  223.0 4294967295.0 -0.02214022140221407
6 2 0 5 1 7 3 1 1  246.0 4294967295.0 -0.10701107011070111
4 0 2 0 6 2 6 2 2  283.0 4294967295.0 -0.2435424354243541
4 7 0 1 3 2 3 3 3  296.0 4294967295.0 -0.2915129151291512
0 5 1 4 7 6 4 7 3  257.0 4294967295.0 -0.14760147601476015
4 3 3 6 7 7 3 4 1  258.0 4294967295.0 -0.1512915129151292
5 3 3 2 0 7 7 1 5  223.0 4294967295.0 -0.02214022140221407
6 2 5 0 3 3 4 3 1  259.0 4294967295.0 -0.15498154981549817
0 3 7 3 2 4 1 5 0  263.0 4294967295.0 -0.1697416974169742
1 5 7 2 5 0 2 2 3  248.0 4294967295.0 -0.11439114391143913
7 0 4 3 2 2 5 6 7  235.0 4294967295.0 -0.06642066420664207
1 2 1 5 7 1 4 7 4  234.0 4294967295.0 -0.06273062730627312
6 2 6 3 5 5 3 7 0  248.0 4294967295.0 -0.11439114391143913
3 2 0 7 7 0 4 5 5  275.0 4294967295.0 -0.2140221402214023
2 3 3 5 7 3 4 2 5  229.0 4294967295.0 -0.044280442804428014
3 3 2 3 0 1 0 0 6  274.0 4294967295.0 -0.21033210332103314
3 0 4 1 3 6 5 2 5  235.0 4294967295.0 -0.06642066420664207
5 4 3 3 4 5 2 5 1  243.0 4294967295.0 -0.09594095940959414
0 5 6 0 5 5 6 6 2  238.0 4294967295.0 -0.07749077490774915
