1870.0 89.0 -0.012916666666666585
1870.0 89.0 -0.012916666666666613
1870.0 89.0 -0.012916666666666585
1870.0 89.0 -0.01291666666666664
1870.0 89.0 -0.012916666666666585
1870.0 89.0 -0.012916666666666585
1870.0 89.0 -0.012916666666666627
1870.0 89.0 -0.012916666666666585
1870.0 89.0 -0.012916666666666627
1898.0 89.0 -0.012916666666666604
1870.0 89.0 -0.012916666666666585
1870.0 89.0 -0.012916666666666627
1870.0 89.0 -0.012916666666666627
1870.0 89.0 -0.01291666666666664
1870.0 89.0 -0.012916666666666585
1870.0 89.0 -0.012916666666666585
1870.0 89.0 -0.012916666666666613
1870.0 89.0 -0.012916666666666585
1870.0 89.0 -0.012916666666666613
1870.0 88.0 -0.004583333333333172
1870.0 89.0 -0.012916666666666613
1870.0 89.0 -0.012916666666666613
1870.0 89.0 -0.012916666666666613
1870.0 89.0 -0.012916666666666585
1870.0 89.0 -0.012916666666666585
1870.0 88.0 -0.004583333333333172
1870.0 89.0 -0.012916666666666585
1870.0 89.0 -0.012916666666666585
1870.0 89.0 -0.012916666666666585
1870.0 88.0 -0.004583333333333172
1870.0 89.0 -0.012916666666666613
1870.0 89.0 -0.012916666666666613
1870.0 89.0 -0.012916666666666585
1870.0 89.0 -0.012916666666666613
1870.0 89.0 -0.012916666666666613
1870.0 89.0 -0.012916666666666585
1870.0 89.0 -0.012916666666666585
1870.0 89.0 -0.012916666666666613
1870.0 89.0 -0.012916666666666627
1870.0 88.0 -0.004583333333333172
1870.0 89.0 -0.012916666666666585
1870.0 88.0 -0.004583333333333172
1870.0 89.0 -0.012916666666666585
1870.0 89.0 -0.012916666666666585
1870.0 89.0 -0.012916666666666585
1870.0 89.0 -0.012916666666666585
1870.0 89.0 -0.012916666666666585
1870.0 89.0 -0.012916666666666585
1870.0 88.0 -0.004583333333333172
1870.0 89.0 -0.012916666666666585
1870.0 89.0 -0.012916666666666585
1870.0 89.0 -0.012916666666666585
1870.0 89.0 -0.012916666666666585
1870.0 89.0 -0.012916666666666613
1870.0 88.0 -0.004583333333333172
1870.0 89.0 -0.012916666666666585
1870.0 88.0 -0.004583333333333172
1870.0 89.0 -0.012916666666666585
1870.0 88.0 -0.004583333333333172
1870.0 88.0 -0.0045833333333332
1870.0 89.0 -0.012916666666666585
1870.0 88.0 -0.004583333333333172
1870.0 89.0 -0.012916666666666585
1870.0 88.0 -0.004583333333333172
1870.0 89.0 -0.012916666666666585
1870.0 89.0 -0.012916666666666585
1883.0 89.0 -0.012916666666666585
1870.0 89.0 -0.012916666666666585
1870.0 89.0 -0.012916666666666585
1870.0 88.0 -0.004583333333333172
1870.0 89.0 -0.012916666666666613
1870.0 88.0 -0.004583333333333172
1870.0 89.0 -0.012916666666666585
1870.0 89.0 -0.012916666666666585
1870.0 89.0 -0.012916666666666585
1870.0 88.0 -0.004583333333333172
1870.0 89.0 -0.012916666666666585
1870.0 88.0 -0.004583333333333172
1870.0 89.0 -0.012916666666666585
1870.0 88.0 -0.004583333333333172
1870.0 88.0 -0.004583333333333172
1870.0 88.0 -0.004583333333333172
1870.0 88.0 -0.004583333333333172
1883.0 89.0 -0.012916666666666585
1870.0 88.0 -0.004583333333333172
1883.0 89.0 -0.012916666666666585
1870.0 89.0 -0.012916666666666585
1882.0 88.0 -0.004583333333333172
1870.0 88.0 -0.004583333333333172
1870.0 88.0 -0.004583333333333172
1882.0 88.0 -0.004583333333333172
1882.0 88.0 -0.004583333333333172
1882.0 88.0 -0.004583333333333172
1870.0 88.0 -0.004583333333333172
1882.0 88.0 -0.004583333333333172
1870.0 88.0 -0.004583333333333172
1882.0 88.0 -0.004583333333333172
1870.0 88.0 -0.004583333333333172
1870.0 88.0 -0.004583333333333172
1882.0 88.0 -0.004583333333333172
1882.0 88.0 -0.004583333333333172
1882.0 88.0 -0.004583333333333172
1870.0 88.0 -0.004583333333333172
1870.0 88.0 -0.004583333333333172
1870.0 88.0 -0.004583333333333172
1870.0 89.0 -0.012916666666666585
1882.0 88.0 -0.004583333333333172
1882.0 88.0 -0.004583333333333172
1870.0 88.0 -0.004583333333333172
1882.0 88.0 -0.004583333333333172
1882.0 88.0 -0.004583333333333172
1882.0 88.0 -0.004583333333333172
1870.0 88.0 -0.004583333333333172
1870.0 89.0 -0.012916666666666585
1882.0 88.0 -0.004583333333333172
1882.0 88.0 -0.004583333333333172
1882.0 88.0 -0.004583333333333172
1882.0 88.0 -0.004583333333333172
1882.0 88.0 -0.004583333333333172
