epoch:0 1 1 6 5 0 2 3 3 5 7982.0 4294967295.0 -0.41278065630397237
epoch:1 7 7 5 0 5 3 2 5 4 6270.0 4294967295.0 -0.21565918249856064
epoch:2 0 3 3 1 6 1 5 1 6 10622.0 4294967295.0 -0.7167530224525043
epoch:3 6 0 6 2 7 7 4 4 6 4696.0 4294967295.0 -0.03442717328727696
epoch:4 6 7 0 0 0 5 6 3 0 14137.0 4294967295.0 -1.121473805411629
epoch:5 0 6 6 0 2 4 5 0 5 13153.0 4294967295.0 -1.008175014392631
epoch:6 6 6 4 3 4 2 5 3 1 4562.0 4294967295.0 -0.01899827288428317
epoch:7 0 3 3 7 0 0 7 3 5 10425.0 4294967295.0 -0.694070236039148
epoch:8 0 0 3 2 0 1 6 6 2 14424.0 4294967295.0 -1.1545192861255036
epoch:9 6 6 5 7 0 0 4 6 1 8562.0 4294967295.0 -0.4795624640184225
epoch:10 3 3 0 4 6 3 1 3 6 5527.0 4294967295.0 -0.13010938399539435
epoch:11 3 2 6 1 6 3 1 4 1 4545.0 4294967295.0 -0.0170408750719631
epoch:12 6 7 3 7 2 2 7 5 4 4535.0 4294967295.0 -0.01588946459412781
epoch:13 1 0 3 4 0 6 2 6 3 7337.0 4294967295.0 -0.33851468048359235
epoch:14 7 6 6 2 4 6 1 7 3 4446.0 4294967295.0 -0.005641911341393177
epoch:15 3 3 2 3 3 7 6 6 7 4450.0 4294967295.0 -0.006102475532527338
epoch:16 6 6 1 5 3 7 4 7 6 4569.0 4294967295.0 -0.019804260218767994
epoch:17 7 3 5 2 7 4 3 0 4 4800.0 4294967295.0 -0.0464018422567645
epoch:18 7 1 6 7 4 4 5 4 5 4504.0 4294967295.0 -0.01232009211283823
epoch:19 6 3 7 6 5 2 0 6 1 5624.0 4294967295.0 -0.1412780656303972
epoch:20 2 3 1 3 3 0 1 7 6 5037.0 4294967295.0 -0.0736902705814622
epoch:21 4 6 4 1 2 4 7 6 3 4577.0 4294967295.0 -0.020725388601036274
epoch:22 2 1 1 1 1 2 2 6 3 4717.0 4294967295.0 -0.03684513529073116
epoch:23 1 6 7 6 0 3 2 4 6 5841.0 4294967295.0 -0.16626367299942424
epoch:24 5 7 3 2 6 7 3 7 3 4683.0 4294967295.0 -0.032930339666090866
epoch:25 0 5 7 6 3 7 0 3 3 8908.0 4294967295.0 -0.5194012665515255
