0 1 5 1 1 2 2 1 0  243.0 4294967295.0 -0.08118081180811809
6 6 1 6 7 2 5 0 7  225.0 4294967295.0 -0.014760147601476023
0 6 3 3 7 6 1 3 5  240.0 4294967295.0 -0.070110701107011
7 5 0 5 7 6 7 2 7  225.0 4294967295.0 -0.014760147601476028
0 1 7 2 1 6 7 5 0  232.0 4294967295.0 -0.04059040590405903
7 7 6 2 4 4 4 2 1  233.0 4294967295.0 -0.044280442804427986
2 5 6 6 1 5 6 1 5  222.0 4294967295.0 -0.0036900369003689433
5 3 5 7 5 2 5 7 4  235.0 4294967295.0 -0.051660516605166004
4 1 7 1 2 6 4 5 2  235.0 4294967295.0 -0.05166051660516602
7 5 4 6 4 2 4 7 5  232.0 4294967295.0 -0.04059040590405903
4 4 3 7 3 3 1 5 5  256.0 4294967295.0 -0.12915129151291516
1 2 1 0 3 2 2 1 3  245.0 4294967295.0 -0.0885608856088561
3 0 0 7 6 6 7 3 7  248.0 4294967295.0 -0.09963099630996307
3 7 7 6 3 6 6 4 7  234.0 4294967295.0 -0.04797047970479705
3 0 5 3 7 5 6 6 6  239.0 4294967295.0 -0.06642066420664204
5 7 3 2 5 3 0 3 7  245.0 4294967295.0 -0.0885608856088561
6 1 6 7 3 2 5 2 7  221.0 4294967295.0 8.673617379884035e-18
1 2 2 1 3 7 3 5 2  220.0 4294967295.0 0.0036900369003690786
3 3 7 6 4 5 5 2 2  221.0 4294967295.0 8.673617379884035e-18
1 2 7 6 1 6 5 5 4  239.0 4294967295.0 -0.06642066420664204
3 7 1 7 5 4 2 6 4  239.0 4294967295.0 -0.06642066420664204
0 6 6 3 2 6 5 5 6  234.0 4294967295.0 -0.04797047970479706
2 0 1 1 5 2 6 7 4  249.0 4294967295.0 -0.10332103321033204
2 3 3 3 6 2 2 2 5  225.0 4294967295.0 -0.014760147601476026
7 6 7 2 6 2 4 3 7  234.0 4294967295.0 -0.04797047970479705
3 7 6 2 1 3 3 1 7  218.0 4294967295.0 0.011070110701106983
0 7 1 6 5 1 3 2 7  219.0 4294967295.0 0.007380073800738031
7 1 7 4 5 2 2 7 5  229.0 4294967295.0 -0.029520295202951956
3 5 2 0 7 5 2 6 1  218.0 4294967295.0 0.011070110701106984
7 2 4 3 4 7 3 2 5  238.0 4294967295.0 -0.06273062730627309
1 5 7 7 5 7 3 5 6  237.0 4294967295.0 -0.05904059040590402
