epoch:0 5 5 2 3 0 1 3 1 2 408.0 4294967295.0 -0.12020033388981632
epoch:1 7 3 3 7 2 2 5 1 2 366.0 4294967295.0 -0.05008347245409016
epoch:2 0 6 2 7 1 1 5 0 4 526.0 4294967295.0 -0.317195325542571
epoch:3 2 2 0 6 2 6 2 0 0 637.0 4294967295.0 -0.5025041736227045
epoch:4 1 2 5 1 6 0 7 0 7 482.0 4294967295.0 -0.24373956594323862
epoch:5 3 1 3 4 1 1 2 5 4 384.0 4294967295.0 -0.08013355592654424
epoch:6 1 2 7 6 6 4 7 2 3 368.0 4294967295.0 -0.053422370617696155
epoch:7 0 5 1 7 3 4 0 3 0 586.0 4294967295.0 -0.41736227045075114
epoch:8 5 7 0 6 1 3 2 0 2 478.0 4294967295.0 -0.23706176961602662
epoch:9 7 3 0 6 2 5 0 0 7 629.0 4294967295.0 -0.4891485809682805
epoch:10 1 7 7 0 1 2 6 7 5 411.0 4294967295.0 -0.1252086811352253
epoch:11 2 2 4 2 1 1 3 5 5 395.0 4294967295.0 -0.09849749582637722
epoch:12 5 3 3 3 0 2 5 2 0 505.0 4294967295.0 -0.28213689482470783
epoch:13 2 0 0 6 7 0 6 4 0 647.0 4294967295.0 -0.5191986644407346
epoch:14 2 4 0 1 3 7 3 2 1 410.0 4294967295.0 -0.1235392320534223
epoch:15 5 5 7 3 5 1 7 6 6 369.0 4294967295.0 -0.05509181969949915
epoch:16 4 1 4 6 1 3 1 2 4 388.0 4294967295.0 -0.08681135225375623
epoch:17 6 2 4 2 1 7 5 6 0 454.0 4294967295.0 -0.19699499165275458
epoch:18 5 5 5 0 1 0 0 6 6 571.0 4294967295.0 -0.3923205342237063
epoch:19 3 0 2 2 7 6 5 1 3 420.0 4294967295.0 -0.14023372287145242
epoch:20 2 1 1 3 7 0 2 6 0 508.0 4294967295.0 -0.2871452420701168
epoch:21 3 0 5 6 4 0 7 5 6 424.0 4294967295.0 -0.14691151919866438
epoch:22 0 4 7 5 7 1 4 3 0 583.0 4294967295.0 -0.41235392320534214
epoch:23 1 6 0 3 1 1 2 5 5 441.0 4294967295.0 -0.17529215358931546
epoch:24 5 2 3 0 5 1 6 1 6 468.0 4294967295.0 -0.22036727879799664
epoch:25 6 7 6 7 1 4 2 7 5 379.0 4294967295.0 -0.07178631051752925
epoch:26 7 6 6 0 1 5 2 5 6 447.0 4294967295.0 -0.18530884808013356
epoch:27 7 5 7 5 7 1 0 6 6 442.0 4294967295.0 -0.17696160267111846
epoch:28 4 4 7 1 1 6 1 4 5 388.0 4294967295.0 -0.08681135225375623
epoch:29 6 4 7 5 6 6 0 0 5 562.0 4294967295.0 -0.3772954924874792
epoch:30 7 2 7 1 3 1 7 3 4 346.0 4294967295.0 -0.016694490818030077
epoch:31 3 4 6 0 1 7 3 4 5 451.0 4294967295.0 -0.19198664440734556
epoch:32 0 3 1 1 6 3 6 5 0 573.0 4294967295.0 -0.39565943238731216
epoch:33 3 4 4 1 4 4 4 0 5 499.0 4294967295.0 -0.27212020033388984
epoch:34 6 7 1 4 1 5 7 3 4 387.0 4294967295.0 -0.08514190317195323
epoch:35 1 6 1 6 1 5 4 5 1 382.0 4294967295.0 -0.07679465776293824
epoch:36 7 1 1 6 1 2 5 5 3 366.0 4294967295.0 -0.05008347245409016
epoch:37 5 3 1 6 1 7 6 1 4 382.0 4294967295.0 -0.07679465776293824
epoch:38 4 2 3 1 3 5 5 6 2 380.0 4294967295.0 -0.07345575959933225
epoch:39 4 2 6 2 0 7 5 1 5 447.0 4294967295.0 -0.18530884808013356
epoch:40 6 7 7 2 3 0 1 5 7 410.0 4294967295.0 -0.1235392320534223
epoch:41 4 6 0 6 4 3 6 7 7 455.0 4294967295.0 -0.19866444073455755
epoch:42 4 3 1 6 0 4 6 1 0 635.0 4294967295.0 -0.4991652754590985
epoch:43 2 4 4 1 6 0 4 1 6 481.0 4294967295.0 -0.24207011686143562
epoch:44 3 2 4 4 2 3 5 3 1 387.0 4294967295.0 -0.08514190317195323
