epoch:0 4 5 5 0 3 7 4 0 5 6 2 268.0 4294967295.0 -0.1844262295081966
epoch:1 0 5 4 7 4 7 1 0 6 7 6 314.0 4294967295.0 -0.3101092896174863
epoch:2 1 3 2 3 4 1 0 1 7 7 7 258.0 4294967295.0 -0.15710382513661192
epoch:3 6 1 2 3 5 6 1 4 1 6 7 258.0 4294967295.0 -0.15710382513661192
epoch:4 6 6 0 1 4 4 4 6 4 5 6 282.0 4294967295.0 -0.22267759562841527
epoch:5 2 0 3 3 3 3 1 2 1 5 0 241.0 4294967295.0 -0.11065573770491802
epoch:6 0 6 0 6 7 0 4 1 3 4 6 278.0 4294967295.0 -0.21174863387978138
epoch:7 5 4 1 6 3 5 3 3 4 2 6 260.0 4294967295.0 -0.16256830601092886
epoch:8 6 1 3 0 2 5 3 0 1 6 7 263.0 4294967295.0 -0.17076502732240428
epoch:9 4 5 2 7 6 5 1 6 3 7 0 310.0 4294967295.0 -0.2991803278688524
epoch:10 1 2 7 4 1 0 6 6 0 5 1 262.0 4294967295.0 -0.1680327868852458
epoch:11 4 3 7 5 5 2 1 3 6 5 4 268.0 4294967295.0 -0.18442622950819665
epoch:12 1 0 7 4 1 2 6 2 3 5 2 231.0 4294967295.0 -0.08333333333333327
epoch:13 3 3 7 4 6 0 2 3 4 2 2 228.0 4294967295.0 -0.07513661202185783
epoch:14 4 0 7 4 5 4 2 1 3 2 5 265.0 4294967295.0 -0.17622950819672117
epoch:15 0 1 5 7 6 2 6 6 3 4 2 220.0 4294967295.0 -0.05327868852459018
epoch:16 1 4 1 6 6 0 1 7 4 5 6 314.0 4294967295.0 -0.3101092896174863
epoch:17 1 1 0 2 6 6 3 5 5 5 3 299.0 4294967295.0 -0.2691256830601092
epoch:18 0 5 6 7 3 3 7 6 2 6 7 211.0 4294967295.0 -0.028688524590163952
epoch:19 2 3 6 5 3 2 6 2 0 7 4 279.0 4294967295.0 -0.21448087431693985
epoch:20 4 7 0 4 5 7 2 1 2 5 7 248.0 4294967295.0 -0.1297814207650273
epoch:21 2 6 5 6 4 0 7 2 5 4 0 292.0 4294967295.0 -0.25
epoch:22 0 2 7 3 0 4 5 3 2 1 5 270.0 4294967295.0 -0.18989071038251365
epoch:23 2 1 3 6 2 4 1 6 4 6 5 261.0 4294967295.0 -0.16530054644808734
epoch:24 7 6 1 1 3 2 1 6 0 4 6 264.0 4294967295.0 -0.17349726775956276
epoch:25 7 5 3 4 4 5 6 7 0 4 5 284.0 4294967295.0 -0.22814207650273222
epoch:26 7 4 4 1 5 7 2 4 4 5 7 254.0 4294967295.0 -0.14617486338797814
epoch:27 2 5 7 2 5 6 2 3 3 3 0 259.0 4294967295.0 -0.15983606557377034
epoch:28 7 3 3 4 7 0 1 5 2 2 5 248.0 4294967295.0 -0.1297814207650273
epoch:29 5 1 0 1 2 1 2 3 5 2 1 264.0 4294967295.0 -0.17349726775956276
epoch:30 3 7 5 5 3 7 4 3 5 4 2 221.0 4294967295.0 -0.05601092896174854
epoch:31 6 0 2 3 0 6 4 5 4 5 7 272.0 4294967295.0 -0.19535519125683048
epoch:32 4 5 6 5 7 1 3 3 4 0 2 272.0 4294967295.0 -0.19535519125683054
epoch:33 2 1 0 2 0 6 0 3 2 3 5 266.0 4294967295.0 -0.1789617486338797
epoch:34 2 7 4 7 3 4 5 5 6 6 5 256.0 4294967295.0 -0.15163934426229508
epoch:35 7 4 7 1 3 4 6 1 1 2 2 219.0 4294967295.0 -0.050546448087431695
epoch:36 3 2 1 0 4 2 2 7 7 0 7 231.0 4294967295.0 -0.08333333333333323
epoch:37 6 7 4 3 4 7 4 5 2 4 2 224.0 4294967295.0 -0.06420765027322396
epoch:38 6 6 2 5 3 2 5 6 4 0 3 275.0 4294967295.0 -0.2035519125683059
epoch:39 1 0 1 3 2 2 3 6 4 6 1 293.0 4294967295.0 -0.25273224043715853
epoch:40 3 1 2 2 6 1 1 4 4 4 6 258.0 4294967295.0 -0.15710382513661186
epoch:41 4 1 4 5 6 6 7 5 6 7 0 325.0 4294967295.0 -0.3401639344262295
epoch:42 5 5 0 3 4 2 2 3 6 1 7 263.0 4294967295.0 -0.17076502732240434
epoch:43 0 1 5 0 2 2 1 2 7 2 0 278.0 4294967295.0 -0.21174863387978138
epoch:44 2 1 3 2 0 5 6 4 5 7 1 259.0 4294967295.0 -0.15983606557377034
epoch:45 2 6 6 3 6 5 0 0 1 4 7 262.0 4294967295.0 -0.1680327868852458
epoch:46 6 7 5 7 3 5 7 4 2 2 7 221.0 4294967295.0 -0.05601092896174853
epoch:47 2 0 2 2 2 0 3 1 2 1 3 266.0 4294967295.0 -0.1789617486338797
epoch:48 5 1 2 4 3 6 6 4 1 2 2 223.0 4294967295.0 -0.0614754098360655
epoch:49 5 0 3 7 7 1 0 2 1 6 0 234.0 4294967295.0 -0.09153005464480872
epoch:50 2 4 2 3 5 2 7 2 6 6 1 218.0 4294967295.0 -0.04781420765027321
epoch:51 3 7 1 7 4 2 0 7 5 4 1 277.0 4294967295.0 -0.2090163934426229
epoch:52 6 6 4 4 0 7 4 0 7 2 0 236.0 4294967295.0 -0.09699453551912565
epoch:53 2 2 5 5 7 7 2 7 4 3 6 261.0 4294967295.0 -0.16530054644808728
epoch:54 4 3 2 5 2 5 5 4 0 0 1 324.0 4294967295.0 -0.337431693989071
epoch:55 3 5 6 3 7 2 5 2 0 5 7 236.0 4294967295.0 -0.09699453551912564
epoch:56 6 4 0 4 3 5 6 5 3 2 7 227.0 4294967295.0 -0.0724043715846994
epoch:57 6 6 3 5 1 2 2 2 7 2 2 212.0 4294967295.0 -0.0314207650273224
epoch:58 0 2 0 3 7 2 4 0 6 1 2 279.0 4294967295.0 -0.21448087431693985
epoch:59 2 2 3 2 6 4 7 2 7 2 4 266.0 4294967295.0 -0.17896174863387965
epoch:60 4 3 7 7 0 2 4 1 2 1 1 250.0 4294967295.0 -0.1352459016393443
epoch:61 6 5 4 1 3 0 2 6 2 5 4 265.0 4294967295.0 -0.17622950819672123
epoch:62 2 5 6 5 2 6 7 4 5 2 6 217.0 4294967295.0 -0.04508196721311475
epoch:63 2 2 2 3 5 2 2 5 5 2 5 221.0 4294967295.0 -0.05601092896174854
epoch:64 0 7 0 2 1 0 2 5 1 2 3 285.0 4294967295.0 -0.2308743169398907
epoch:65 6 1 3 3 7 2 5 2 6 7 2 213.0 4294967295.0 -0.03415300546448087
epoch:66 7 6 7 4 4 2 4 0 5 2 2 218.0 4294967295.0 -0.04781420765027322
epoch:67 6 2 3 3 5 4 5 0 2 4 3 262.0 4294967295.0 -0.1680327868852458
epoch:68 3 6 2 2 2 3 6 4 4 7 7 257.0 4294967295.0 -0.1543715846994535
epoch:69 3 2 5 7 2 2 6 2 6 7 5 213.0 4294967295.0 -0.034153005464480815
epoch:70 7 7 3 4 2 3 2 1 5 6 2 217.0 4294967295.0 -0.045081967213114735
epoch:71 2 2 2 5 6 2 0 6 7 5 7 227.0 4294967295.0 -0.07240437158469933
epoch:72 0 2 2 2 5 6 6 3 2 2 2 252.0 4294967295.0 -0.1407103825136612
epoch:73 1 7 3 3 0 5 7 5 7 5 2 214.0 4294967295.0 -0.036885245901639344
epoch:74 6 1 6 4 3 2 0 2 4 2 2 221.0 4294967295.0 -0.056010928961748516
epoch:75 5 0 3 2 2 6 2 5 2 6 2 261.0 4294967295.0 -0.16530054644808734
epoch:76 2 6 7 2 2 4 2 7 2 3 3 259.0 4294967295.0 -0.15983606557377034
epoch:77 7 2 0 2 7 0 7 6 2 4 2 221.0 4294967295.0 -0.05601092896174849
epoch:78 6 0 2 2 2 6 6 6 5 7 2 217.0 4294967295.0 -0.04508196721311471
epoch:79 7 1 5 3 2 2 2 2 4 7 6 251.0 4294967295.0 -0.13797814207650272
epoch:80 2 7 6 6 3 1 7 2 7 2 6 218.0 4294967295.0 -0.04781420765027322
epoch:81 7 2 3 7 6 2 2 7 4 6 7 255.0 4294967295.0 -0.1489071038251366
epoch:82 6 6 7 6 6 2 6 3 6 3 6 254.0 4294967295.0 -0.14617486338797814
epoch:83 2 6 2 2 6 4 2 5 2 7 2 214.0 4294967295.0 -0.03688524590163929
epoch:84 6 2 5 7 2 2 2 6 7 2 2 214.0 4294967295.0 -0.03688524590163929
epoch:85 6 2 6 2 2 6 2 7 6 2 7 214.0 4294967295.0 -0.03688524590163929
epoch:86 6 4 7 6 6 6 6 6 7 6 2 222.0 4294967295.0 -0.058743169398907016
epoch:87 5 5 6 7 2 2 2 7 2 2 4 261.0 4294967295.0 -0.16530054644808734
epoch:88 2 7 6 6 1 7 6 2 7 2 5 219.0 4294967295.0 -0.050546448087431695
epoch:89 7 2 0 2 6 6 2 6 6 2 5 214.0 4294967295.0 -0.03688524590163929
epoch:90 2 6 6 7 2 7 7 6 2 7 5 219.0 4294967295.0 -0.05054644808743171
epoch:91 6 2 2 2 2 6 6 6 6 6 6 214.0 4294967295.0 -0.03688524590163929
epoch:92 6 6 6 6 6 6 7 2 2 2 6 214.0 4294967295.0 -0.03688524590163933
epoch:93 6 7 7 7 6 6 2 6 7 6 2 214.0 4294967295.0 -0.03688524590163933
epoch:94 6 6 6 2 2 6 2 6 2 2 2 214.0 4294967295.0 -0.03688524590163929
epoch:95 6 7 6 3 3 2 7 6 5 6 6 215.0 4294967295.0 -0.03961748633879782
epoch:96 6 6 6 6 7 6 7 6 6 4 6 265.0 4294967295.0 -0.17622950819672123
epoch:97 2 2 6 7 6 7 2 7 7 5 2 219.0 4294967295.0 -0.05054644808743165
epoch:98 4 7 2 6 2 2 6 6 6 2 2 254.0 4294967295.0 -0.1461748633879782
epoch:99 5 2 2 2 2 2 2 2 6 2 1 219.0 4294967295.0 -0.05054644808743167
epoch:100 2 6 2 6 2 2 6 2 2 5 5 219.0 4294967295.0 -0.05054644808743165
epoch:101 2 2 6 2 6 2 7 5 5 2 2 219.0 4294967295.0 -0.05054644808743165
epoch:102 2 6 4 7 2 2 2 7 2 6 2 213.0 4294967295.0 -0.03415300546448087
epoch:103 6 2 2 2 2 2 2 6 2 5 2 214.0 4294967295.0 -0.03688524590163929
epoch:104 2 5 6 2 2 6 3 2 5 2 6 218.0 4294967295.0 -0.047814207650273166
epoch:105 2 6 7 6 7 2 7 6 2 6 2 219.0 4294967295.0 -0.05054644808743171
epoch:106 2 6 2 5 7 2 3 2 6 2 2 218.0 4294967295.0 -0.047814207650273166
epoch:107 2 6 6 6 2 2 7 2 6 2 2 219.0 4294967295.0 -0.05054644808743171
epoch:108 2 2 6 6 7 2 2 3 2 6 7 218.0 4294967295.0 -0.047814207650273166
epoch:109 2 2 2 6 5 6 4 1 6 2 6 219.0 4294967295.0 -0.05054644808743164
epoch:110 7 0 2 6 2 2 6 6 2 7 2 216.0 4294967295.0 -0.04234972677595629
epoch:111 5 2 2 6 5 2 2 2 2 2 2 219.0 4294967295.0 -0.05054644808743165
epoch:112 2 2 2 6 7 2 2 2 6 2 2 219.0 4294967295.0 -0.05054644808743165
epoch:113 2 2 2 2 5 5 2 1 2 2 2 228.0 4294967295.0 -0.07513661202185781
epoch:114 2 2 6 7 7 5 7 2 2 2 2 219.0 4294967295.0 -0.05054644808743165
epoch:115 2 2 7 2 2 2 2 2 2 2 2 219.0 4294967295.0 -0.05054644808743165
epoch:116 2 6 2 6 2 5 1 6 2 2 2 219.0 4294967295.0 -0.05054644808743165
epoch:117 2 2 2 2 2 2 2 2 2 2 2 228.0 4294967295.0 -0.07513661202185781
epoch:118 2 2 2 2 5 4 2 2 2 2 2 226.0 4294967295.0 -0.06967213114754085
epoch:119 2 2 2 2 2 2 2 2 2 2 2 228.0 4294967295.0 -0.07513661202185781
epoch:120 2 2 2 2 7 2 2 2 2 2 2 219.0 4294967295.0 -0.05054644808743165
epoch:121 2 2 2 2 2 2 2 2 2 2 2 228.0 4294967295.0 -0.07513661202185781
epoch:122 5 2 2 2 2 2 2 2 2 7 2 219.0 4294967295.0 -0.05054644808743167
epoch:123 5 2 2 2 2 2 6 2 2 2 2 219.0 4294967295.0 -0.05054644808743167
epoch:124 2 2 2 5 2 2 2 2 2 2 6 219.0 4294967295.0 -0.05054644808743167
epoch:125 2 2 2 2 2 2 2 2 2 2 2 228.0 4294967295.0 -0.07513661202185781
epoch:126 2 2 2 2 2 2 5 6 2 2 2 219.0 4294967295.0 -0.05054644808743167
epoch:127 2 2 2 2 2 2 2 2 2 2 2 228.0 4294967295.0 -0.07513661202185781
epoch:128 2 7 2 2 2 2 2 2 2 6 6 219.0 4294967295.0 -0.05054644808743165
epoch:129 2 2 2 2 2 2 2 2 2 2 2 228.0 4294967295.0 -0.07513661202185781
epoch:130 2 2 2 2 6 6 6 6 2 2 2 219.0 4294967295.0 -0.05054644808743165
epoch:131 2 2 2 5 2 2 2 2 2 2 2 228.0 4294967295.0 -0.07513661202185781
epoch:132 2 5 2 2 6 7 5 2 2 2 2 219.0 4294967295.0 -0.05054644808743165
epoch:133 6 2 7 2 2 2 2 2 2 2 5 214.0 4294967295.0 -0.03688524590163929
epoch:134 7 2 2 7 2 2 2 5 2 6 2 211.0 4294967295.0 -0.02868852459016387
epoch:135 2 2 2 2 2 2 2 2 2 6 7 219.0 4294967295.0 -0.05054644808743167
epoch:136 2 2 2 2 2 2 2 2 2 6 5 219.0 4294967295.0 -0.05054644808743167
epoch:137 2 2 2 6 7 2 2 2 6 6 2 219.0 4294967295.0 -0.05054644808743165
epoch:138 6 7 2 2 2 2 2 2 2 2 2 214.0 4294967295.0 -0.03688524590163929
epoch:139 2 6 7 6 1 5 2 2 2 6 2 219.0 4294967295.0 -0.050546448087431695
epoch:140 6 2 6 6 2 2 2 2 2 2 7 214.0 4294967295.0 -0.03688524590163929
epoch:141 2 2 6 5 2 2 7 2 2 2 2 219.0 4294967295.0 -0.05054644808743165
epoch:142 2 2 2 2 2 2 6 2 6 6 2 219.0 4294967295.0 -0.05054644808743167
epoch:143 2 2 6 7 6 2 2 2 7 2 2 219.0 4294967295.0 -0.05054644808743165
epoch:144 2 2 6 2 2 2 2 2 2 1 2 219.0 4294967295.0 -0.05054644808743165
epoch:145 5 6 7 6 2 2 2 2 2 2 2 214.0 4294967295.0 -0.036885245901639344
epoch:146 5 5 2 2 2 2 2 1 2 2 2 228.0 4294967295.0 -0.07513661202185787
epoch:147 6 2 6 2 2 2 2 2 2 2 6 214.0 4294967295.0 -0.03688524590163929
epoch:148 2 2 6 6 2 2 4 6 2 2 2 220.0 4294967295.0 -0.05327868852459011
epoch:149 6 6 2 6 2 7 2 7 2 2 2 214.0 4294967295.0 -0.03688524590163929
epoch:150 2 6 6 6 2 6 6 2 2 6 6 219.0 4294967295.0 -0.05054644808743171
epoch:151 2 7 2 2 6 2 6 2 1 7 2 219.0 4294967295.0 -0.05054644808743165
epoch:152 2 2 2 6 6 2 2 2 6 2 2 219.0 4294967295.0 -0.05054644808743165
epoch:153 2 2 2 2 6 6 6 2 2 7 2 219.0 4294967295.0 -0.05054644808743165
epoch:154 2 6 6 2 2 2 2 2 2 2 4 265.0 4294967295.0 -0.17622950819672117
epoch:155 2 2 2 2 6 2 2 2 6 2 2 219.0 4294967295.0 -0.05054644808743165
epoch:156 2 2 2 6 6 7 2 6 2 6 2 219.0 4294967295.0 -0.05054644808743165
epoch:157 6 2 2 6 6 2 2 2 6 2 2 214.0 4294967295.0 -0.03688524590163929
epoch:158 2 2 2 2 2 2 2 6 2 2 6 219.0 4294967295.0 -0.05054644808743167
epoch:159 2 2 2 2 6 7 3 2 2 2 6 218.0 4294967295.0 -0.047814207650273166
epoch:160 2 6 7 2 2 2 2 2 2 2 6 219.0 4294967295.0 -0.05054644808743165
epoch:161 5 2 2 6 2 2 7 2 6 2 2 219.0 4294967295.0 -0.05054644808743165
epoch:162 2 6 1 2 2 7 2 2 2 2 6 219.0 4294967295.0 -0.05054644808743165
epoch:163 2 3 2 2 2 2 2 6 2 6 6 212.0 4294967295.0 -0.03142076502732234
epoch:164 2 6 6 6 5 2 2 2 2 2 2 219.0 4294967295.0 -0.05054644808743171
epoch:165 2 2 2 7 2 2 2 2 7 2 6 219.0 4294967295.0 -0.05054644808743165
epoch:166 2 2 2 5 2 2 2 2 2 2 2 228.0 4294967295.0 -0.07513661202185781
epoch:167 2 2 5 6 2 2 2 2 2 2 2 219.0 4294967295.0 -0.05054644808743165
epoch:168 6 6 3 2 2 7 2 5 2 2 2 213.0 4294967295.0 -0.03415300546448087
epoch:169 2 2 2 2 2 2 2 2 6 2 2 219.0 4294967295.0 -0.05054644808743167
epoch:170 2 2 2 2 2 2 6 2 7 2 2 219.0 4294967295.0 -0.05054644808743167
epoch:171 2 2 2 2 2 2 2 2 6 6 2 219.0 4294967295.0 -0.05054644808743167
epoch:172 2 2 6 6 2 2 5 2 2 2 2 219.0 4294967295.0 -0.05054644808743165
epoch:173 2 2 6 2 2 2 2 2 2 2 2 219.0 4294967295.0 -0.05054644808743165
epoch:174 6 2 2 7 2 2 2 2 2 2 2 214.0 4294967295.0 -0.03688524590163929
epoch:175 2 2 2 2 2 2 2 2 2 2 2 228.0 4294967295.0 -0.07513661202185781
epoch:176 2 2 2 2 2 2 2 7 2 2 2 219.0 4294967295.0 -0.05054644808743167
epoch:177 2 2 6 2 2 2 6 2 5 7 2 219.0 4294967295.0 -0.05054644808743165
epoch:178 2 2 6 2 2 2 2 6 6 2 2 219.0 4294967295.0 -0.05054644808743165
epoch:179 2 2 2 2 7 2 2 2 2 2 2 219.0 4294967295.0 -0.05054644808743165
epoch:180 2 5 7 2 5 4 2 6 2 6 6 215.0 4294967295.0 -0.03961748633879776
epoch:181 2 2 2 2 6 2 2 2 2 2 2 219.0 4294967295.0 -0.05054644808743165
epoch:182 2 2 2 2 2 2 2 2 2 2 2 228.0 4294967295.0 -0.07513661202185781
epoch:183 2 2 2 2 2 5 2 7 6 2 2 219.0 4294967295.0 -0.05054644808743167
epoch:184 2 2 2 2 2 2 2 6 2 6 2 219.0 4294967295.0 -0.05054644808743167
epoch:185 2 2 4 2 2 2 2 2 2 2 2 226.0 4294967295.0 -0.06967213114754087
epoch:186 2 2 2 2 6 6 2 2 2 2 7 219.0 4294967295.0 -0.05054644808743165
epoch:187 2 2 2 2 2 7 2 2 2 2 2 219.0 4294967295.0 -0.05054644808743165
epoch:188 2 2 3 2 2 6 2 2 2 6 2 211.0 4294967295.0 -0.02868852459016387
epoch:189 2 2 2 2 6 5 2 2 2 2 2 219.0 4294967295.0 -0.05054644808743165
epoch:190 2 2 2 2 2 6 2 2 2 2 2 219.0 4294967295.0 -0.05054644808743165
epoch:191 2 2 2 2 2 2 2 2 2 2 5 228.0 4294967295.0 -0.07513661202185781
epoch:192 2 2 2 2 2 6 2 2 2 2 7 219.0 4294967295.0 -0.05054644808743165
epoch:193 2 2 2 2 2 2 2 6 2 2 6 219.0 4294967295.0 -0.05054644808743167
epoch:194 2 6 2 2 2 2 2 2 2 2 2 219.0 4294967295.0 -0.05054644808743165
epoch:195 2 2 6 2 2 2 2 6 2 2 2 219.0 4294967295.0 -0.05054644808743165
epoch:196 2 2 2 2 4 2 2 2 6 7 2 219.0 4294967295.0 -0.05054644808743167
epoch:197 2 2 6 2 2 2 2 2 2 2 2 219.0 4294967295.0 -0.05054644808743165
epoch:198 2 7 2 2 2 6 2 2 2 2 6 219.0 4294967295.0 -0.05054644808743165
epoch:199 2 2 7 2 6 2 2 6 2 2 2 219.0 4294967295.0 -0.05054644808743165
