1 4 1 7 2 0 7 6 7  979.0 4294967295.0 -0.3656108597285069
4 3 1 4 4 6 0 4 6  943.0 4294967295.0 -0.33303167420814483
3 7 0 7 6 4 4 0 3  884.0 4294967295.0 -0.2796380090497737
0 1 1 3 0 5 6 6 2  1051.0 4294967295.0 -0.4307692307692309
1 3 3 6 4 3 1 5 4  815.0 4294967295.0 -0.21719457013574653
3 7 7 0 1 0 2 7 3  647.0 4294967295.0 -0.06515837104072392
5 7 0 2 0 5 6 3 2  714.0 4294967295.0 -0.12579185520361985
7 0 1 7 4 5 4 2 5  805.0 4294967295.0 -0.20814479638009045
3 6 4 4 7 1 6 7 5  757.0 4294967295.0 -0.1647058823529412
2 0 7 1 6 2 3 3 3  774.0 4294967295.0 -0.18009049773755653
3 0 2 6 7 3 1 2 6  638.0 4294967295.0 -0.05701357466063345
6 3 5 6 5 0 1 0 0  639.0 4294967295.0 -0.05791855203619905
2 4 6 2 3 2 2 0 1  737.0 4294967295.0 -0.14660633484162894
2 6 4 4 4 6 5 7 1  602.0 4294967295.0 -0.024434389140271455
6 6 6 3 4 5 1 1 6  789.0 4294967295.0 -0.19366515837104073
1 0 6 5 2 2 1 7 5  942.0 4294967295.0 -0.3321266968325793
6 2 2 4 7 0 4 2 3  787.0 4294967295.0 -0.19185520361990954
7 2 6 0 2 2 2 6 1  685.0 4294967295.0 -0.09954751131221723
5 1 2 5 4 1 4 4 2  718.0 4294967295.0 -0.12941176470588242
5 7 5 7 6 5 5 0 0  782.0 4294967295.0 -0.1873303167420814
0 2 0 6 3 6 2 6 0  1755.0 4294967295.0 -1.0678733031674206
6 6 1 6 4 5 6 1 4  794.0 4294967295.0 -0.19819004524886877
2 0 1 4 3 4 1 3 0  1219.0 4294967295.0 -0.5828054298642535
7 1 1 5 5 3 6 1 0  654.0 4294967295.0 -0.07149321266968328
6 2 7 5 5 3 3 5 1  629.0 4294967295.0 -0.04886877828054297
1 7 5 6 6 5 4 1 5  866.0 4294967295.0 -0.26334841628959277
6 1 5 0 0 6 5 6 5  761.0 4294967295.0 -0.16832579185520363
2 5 7 6 3 3 6 6 2  549.0 4294967295.0 0.023529411764705868
3 7 1 7 3 1 3 2 6  585.0 4294967295.0 -0.009049773755656132
3 7 2 4 6 7 5 7 4  694.0 4294967295.0 -0.10769230769230768
2 0 3 4 6 0 7 5 2  936.0 4294967295.0 -0.3266968325791856
7 6 1 1 2 2 2 3 7  633.0 4294967295.0 -0.05248868778280541
1 6 4 2 0 5 3 7 4  971.0 4294967295.0 -0.358371040723982
5 7 3 5 2 2 6 6 1  639.0 4294967295.0 -0.05791855203619905
7 7 7 4 6 7 6 5 2  715.0 4294967295.0 -0.12669683257918546
7 7 7 3 6 4 4 7 6  751.0 4294967295.0 -0.15927601809954742
1 2 4 6 7 0 1 6 7  684.0 4294967295.0 -0.09864253393665165
3 6 1 2 5 7 5 2 2  593.0 4294967295.0 -0.01628959276018098
7 3 4 4 4 6 3 2 1  785.0 4294967295.0 -0.19004524886877822
3 1 7 3 0 6 1 6 1  664.0 4294967295.0 -0.08054298642533936
2 4 7 0 7 1 1 5 3  703.0 4294967295.0 -0.11583710407239817
2 2 4 2 6 1 4 5 3  727.0 4294967295.0 -0.1375565610859729
0 0 1 3 7 1 0 2 6  1506.0 4294967295.0 -0.8425339366515837
2 3 5 0 5 2 1 6 7  648.0 4294967295.0 -0.06606334841628964
5 6 7 7 5 5 4 5 1  779.0 4294967295.0 -0.18461538461538457
4 5 4 3 6 7 2 3 5  889.0 4294967295.0 -0.28416289592760174
3 5 2 7 6 5 3 2 6  582.0 4294967295.0 -0.006334841628959295
6 5 2 6 5 4 3 2 3  767.0 4294967295.0 -0.17375565610859725
6 1 6 3 2 1 3 4 2  779.0 4294967295.0 -0.18461538461538454
7 1 0 3 6 6 2 6 2  680.0 4294967295.0 -0.09502262443438908
2 5 6 1 1 7 7 3 1  630.0 4294967295.0 -0.04977375565610858
5 1 5 3 6 3 4 2 3  788.0 4294967295.0 -0.19276018099547515
4 2 1 6 6 7 2 1 5  858.0 4294967295.0 -0.2561085972850679
6 5 1 7 3 2 1 3 4  790.0 4294967295.0 -0.19457013574660637
1 2 2 0 7 4 2 4 1  849.0 4294967295.0 -0.2479638009049773
4 7 1 3 3 1 0 4 3  915.0 4294967295.0 -0.3076923076923077
5 0 6 3 2 0 5 4 1  1111.0 4294967295.0 -0.48506787330316753
2 3 1 2 2 7 6 6 2  604.0 4294967295.0 -0.02624434389140267
3 4 7 7 7 3 2 7 7  732.0 4294967295.0 -0.1420814479638009
6 2 7 2 7 3 1 1 7  629.0 4294967295.0 -0.04886877828054297
3 7 3 2 7 0 2 3 7  642.0 4294967295.0 -0.06063348416289586
1 3 7 3 1 3 6 0 3  658.0 4294967295.0 -0.07511312217194571
6 6 2 3 7 4 1 3 6  780.0 4294967295.0 -0.18552036199095015
3 6 1 5 7 3 6 6 3  653.0 4294967295.0 -0.07058823529411767
3 5 3 5 2 3 2 3 2  567.0 4294967295.0 0.0072398190045249375
6 3 5 5 3 5 3 1 3  627.0 4294967295.0 -0.047058823529411764
7 3 5 7 5 1 6 3 2  636.0 4294967295.0 -0.05520361990950223
6 5 7 3 2 7 3 2 6  631.0 4294967295.0 -0.05067873303167419
3 0 6 3 6 3 2 6 2  592.0 4294967295.0 -0.015384615384615385
6 3 2 2 2 2 0 0 6  636.0 4294967295.0 -0.055203619909502226
2 5 2 3 7 7 1 3 2  598.0 4294967295.0 -0.02081447963800906
6 2 6 1 2 3 3 3 6  631.0 4294967295.0 -0.05067873303167419
3 6 6 6 0 4 6 6 5  800.0 4294967295.0 -0.20361990950226241
1 2 3 2 6 3 3 1 5  657.0 4294967295.0 -0.0742081447963801
1 3 5 7 3 6 3 2 2  640.0 4294967295.0 -0.05882352941176466
6 7 6 6 2 1 3 2 3  629.0 4294967295.0 -0.04886877828054298
5 2 6 5 6 1 3 3 1  633.0 4294967295.0 -0.0524886877828054
7 6 2 2 5 0 3 2 7  655.0 4294967295.0 -0.07239819004524889
2 1 6 3 2 6 3 3 6  635.0 4294967295.0 -0.05429864253393661
1 6 7 3 5 2 7 1 6  638.0 4294967295.0 -0.05701357466063344
2 3 4 0 5 2 0 6 6  663.0 4294967295.0 -0.07963800904977375
3 2 5 6 2 2 2 2 3  641.0 4294967295.0 -0.05972850678733025
3 1 7 3 1 3 2 6 3  637.0 4294967295.0 -0.056108597285067834
3 7 2 5 6 3 6 5 3  584.0 4294967295.0 -0.008144796380090517
6 3 5 3 7 3 5 3 6  627.0 4294967295.0 -0.047058823529411764
5 7 3 3 3 2 6 6 3  619.0 4294967295.0 -0.039819004524886896
5 3 3 3 3 3 6 5 3  636.0 4294967295.0 -0.055203619909502226
1 1 4 6 3 6 6 3 6  970.0 4294967295.0 -0.35746606334841635
2 3 5 2 6 3 3 1 2  597.0 4294967295.0 -0.019909502262443417
3 3 2 2 7 6 3 3 3  627.0 4294967295.0 -0.04705882352941175
3 3 5 4 1 6 3 6 6  760.0 4294967295.0 -0.16742081447963802
3 6 3 6 7 3 2 2 6  586.0 4294967295.0 -0.00995475113122174
3 3 3 6 0 3 3 6 3  664.0 4294967295.0 -0.08054298642533936
1 3 6 3 0 7 4 5 4  829.0 4294967295.0 -0.22986425339366515
3 3 5 3 5 3 6 2 1  569.0 4294967295.0 0.005429864253393708
3 3 2 3 1 2 2 3 2  567.0 4294967295.0 0.0072398190045249375
3 1 6 3 1 1 3 6 5  654.0 4294967295.0 -0.07149321266968328
2 5 6 1 3 3 6 7 3  634.0 4294967295.0 -0.053393665158371004
3 3 3 6 0 3 2 5 3  652.0 4294967295.0 -0.06968325791855207
6 7 6 3 3 2 3 6 2  631.0 4294967295.0 -0.05067873303167419
3 7 1 3 3 3 3 3 2  576.0 4294967295.0 -0.0009049773755655521
3 3 7 6 7 2 6 6 6  586.0 4294967295.0 -0.009954751131221726
6 3 2 3 1 3 2 5 7  633.0 4294967295.0 -0.0524886877828054
6 1 6 3 3 3 3 2 3  618.0 4294967295.0 -0.038914027149321295
3 3 3 3 2 3 3 3 3  565.0 4294967295.0 0.009049773755656146
3 3 6 2 2 3 3 3 3  627.0 4294967295.0 -0.04705882352941176
3 3 3 3 6 7 3 3 3  631.0 4294967295.0 -0.05067873303167419
3 2 3 3 3 3 3 6 3  563.0 4294967295.0 0.010859728506787368
3 3 2 3 3 3 3 3 3  564.0 4294967295.0 0.009954751131221753
3 3 3 6 3 3 7 3 2  569.0 4294967295.0 0.005429864253393708
6 3 3 3 7 3 3 3 3  622.0 4294967295.0 -0.04253393665158372
6 3 3 2 6 3 2 6 6  633.0 4294967295.0 -0.0524886877828054
5 1 3 3 3 5 3 2 3  626.0 4294967295.0 -0.046153846153846184
3 3 3 3 3 3 3 3 3  631.0 4294967295.0 -0.05067873303167419
2 2 3 3 3 3 3 2 1  619.0 4294967295.0 -0.03981900452488691
1 3 3 6 3 6 3 3 3  638.0 4294967295.0 -0.05701357466063345
3 3 5 6 3 6 3 3 5  636.0 4294967295.0 -0.05520361990950223
2 6 3 7 3 3 2 3 2  556.0 4294967295.0 0.017194570135746615
